timestamp,PSARl_0.03_0.2,PSARs_0.03_0.2,PSARaf_0.03_0.2,PSARr_0.03_0.2
2024-01-01 08:15:00,42441.06128345,,0.03,0
2024-01-01 08:20:00,42443.7267449465,,0.06,0
2024-01-01 08:25:00,42449.35494024971,,0.06,0
2024-01-01 08:30:00,42454.64544383473,,0.06,0
2024-01-01 08:35:00,42459.618517204646,,0.06,0
2024-01-01 08:40:00,42461.1,,0.06,0
2024-01-01 08:45:00,42461.1,,0.09,0
2024-01-01 08:50:00,42468.8607,,0.09,0
2024-01-01 08:55:00,42475.922936999996,,0.12,0
2024-01-01 09:00:00,42485.592184559995,,0.15,0
2024-01-01 09:05:00,42498.175356875996,,0.15,0
2024-01-01 09:10:00,42508.8710533446,,0.18,0
2024-01-01 09:15:00,42521.29266374257,,0.2,0
2024-01-01 09:20:00,42536.890130994056,,0.2,0
2024-01-01 09:25:00,42558.922104795245,,0.2,0
2024-01-01 09:30:00,42578.8256838362,,0.2,0
2024-01-01 09:35:00,42588.0,,0.2,0
2024-01-01 09:40:00,42588.0,,0.2,0
2024-01-01 09:45:00,42610.264,,0.2,0
2024-01-01 09:50:00,,42699.32,0.03,1
2024-01-01 09:55:00,,42696.9566,0.03,0
2024-01-01 10:00:00,,42694.664101999995,0.03,0
2024-01-01 10:05:00,,42692.440378939995,0.03,0
2024-01-01 10:10:00,,42692.23,0.03,0
2024-01-01 10:15:00,,42692.23,0.03,0
2024-01-01 10:20:00,,42690.079300000005,0.03,0
2024-01-01 10:25:00,42620.54,,0.03,1
2024-01-01 10:30:00,42623.1917,,0.03,0
2024-01-01 10:35:00,42625.763849,,0.03,0
2024-01-01 10:40:00,42628.25883353,,0.06,0
2024-01-01 10:45:00,42633.5917035182,,0.09,0
2024-01-01 10:50:00,42642.62845020156,,0.12,0
2024-01-01 10:55:00,42655.436236177375,,0.12,0
2024-01-01 11:00:00,42666.70708783609,,0.15,0
2024-01-01 11:05:00,42680.18352466068,,0.18,0
2024-01-01 11:10:00,42688.38,,0.18,0
2024-01-01 11:15:00,,42762.39,0.03,1
2024-01-01 11:20:00,,42760.251299999996,0.06,0
2024-01-01 11:25:00,,42753.836021999996,0.06,0
2024-01-01 11:30:00,,42747.805660679995,0.09,0
2024-01-01 11:35:00,,42736.77385121879,0.09,0
2024-01-01 11:40:00,,42726.734904609104,0.12,0
2024-01-01 11:45:00,,42712.15191605601,0.12,0
2024-01-01 11:50:00,,42699.318886129295,0.12,0
2024-01-01 11:55:00,42605.21,,0.03,1
2024-01-01 12:00:00,42608.0534,,0.06,0
2024-01-01 12:05:00,42615.923396,,0.06,0
2024-01-01 12:10:00,,42739.22,0.03,1
2024-01-01 12:15:00,,42735.3869,0.03,0
2024-01-01 12:20:00,,42731.668793,0.03,0
2024-01-01 12:25:00,,42728.062229209994,0.03,0
2024-01-01 12:30:00,,42724.56386233369,0.03,0
2024-01-01 12:35:00,42611.45,,0.03,1
2024-01-01 12:40:00,42616.4396,,0.06,0
2024-01-01 12:45:00,42626.253224,,0.06,0
2024-01-01 12:50:00,42635.47803056,,0.06,0
2024-01-01 12:55:00,,42780.0,0.03,1
2024-01-01 13:00:00,,42775.9104,0.06,0
2024-01-01 13:05:00,,42766.121376,0.06,0
2024-01-01 13:10:00,,42756.91969344,0.06,0
2024-01-01 13:15:00,,42748.270111833604,0.06,0
2024-01-01 13:20:00,,42740.13950512359,0.06,0
2024-01-01 13:25:00,,42733.81,0.06,0
2024-01-01 13:30:00,,42733.81,0.06,0
2024-01-01 13:35:00,,42727.42,0.06,0
2024-01-01 13:40:00,42612.76,,0.03,1
2024-01-01 13:45:00,42616.6,,0.06,0
2024-01-01 13:50:00,42624.484,,0.06,0
2024-01-01 13:55:00,42631.89496,,0.06,0
2024-01-01 14:00:00,,42748.0,0.03,1
2024-01-01 14:05:00,,42744.6805,0.06,0
2024-01-01 14:10:00,,42735.696070000005,0.06,0
2024-01-01 14:15:00,,42727.250705800005,0.06,0
2024-01-01 14:20:00,,42719.312063452,0.09,0
2024-01-01 14:25:00,,42706.77397774132,0.09,0
2024-01-01 14:30:00,,42695.36431974461,0.09,0
2024-01-01 14:35:00,,42684.98153096759,0.09,0
2024-01-01 14:40:00,,42675.533193180505,0.09,0
2024-01-01 14:45:00,,42666.93520579426,0.09,0
2024-01-01 14:50:00,,42661.1,0.09,0
2024-01-01 14:55:00,,42657.92,0.09,0
2024-01-01 15:00:00,,42650.9072,0.09,0
2024-01-01 15:05:00,,42644.525552,0.09,0
2024-01-01 15:10:00,42580.0,,0.03,1
2024-01-01 15:15:00,42582.1,,0.06,0
2024-01-01 15:20:00,42586.51,,0.09,0
2024-01-01 15:25:00,42598.3306,,0.12,0
2024-01-01 15:30:00,42614.524528,,0.12,0
2024-01-01 15:35:00,,42733.28,0.03,1
2024-01-01 15:40:00,42601.1,,0.03,1
2024-01-01 15:45:00,42601.1,,0.03,0
2024-01-01 15:50:00,42608.4791,,0.03,0
2024-01-01 15:55:00,42615.636826999995,,0.03,0
2024-01-01 16:00:00,42622.57982219,,0.03,0
2024-01-01 16:05:00,42629.3145275243,,0.03,0
2024-01-01 16:10:00,42635.84719169857,,0.06,0
2024-01-01 16:15:00,42648.53436019666,,0.09,0
2024-01-01 16:20:00,42667.20626777896,,0.09,0
2024-01-01 16:25:00,,42856.0,0.03,1
2024-01-01 16:30:00,,42850.2526,0.03,0
2024-01-01 16:35:00,,42844.677622,0.03,0
2024-01-01 16:40:00,,42839.26989334,0.03,0
2024-01-01 16:45:00,,42834.024396539804,0.03,0
2024-01-01 16:50:00,,42828.93626464361,0.03,0
2024-01-01 16:55:00,,42824.000776704306,0.03,0
2024-01-01 17:00:00,,42819.213353403175,0.03,0
2024-01-01 17:05:00,,42814.56955280108,0.03,0
2024-01-01 17:10:00,,42810.065066217045,0.03,0
2024-01-01 17:15:00,,42805.69571423053,0.03,0
2024-01-01 17:20:00,,42801.457442803614,0.03,0
2024-01-01 17:25:00,,42797.34631951951,0.03,0
2024-01-01 17:30:00,,42793.358529933925,0.03,0
2024-01-01 17:35:00,,42789.49037403591,0.03,0
2024-01-01 17:40:00,,42785.73826281483,0.03,0
2024-01-01 17:45:00,42664.42,,0.03,1
2024-01-01 17:50:00,42668.497299999995,,0.06,0
2024-01-01 17:55:00,42677.653461999995,,0.09,0
2024-01-01 18:00:00,42690.90565042,,0.12,0
2024-01-01 18:05:00,42722.598172369595,,0.15,0
2024-01-01 18:10:00,42771.706946514154,,0.18,0
2024-01-01 18:15:00,42835.83969614161,,0.2,0
